avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure
248,IT,,,4,,low,0.506174024,3
109,sales,,0.373887112,2,,low,0.651980264,6
131,support,1,0.598739897,2,,medium,0.448861765,3
284,sales,,0.96600205,6,,low,0.07119725,4
228,IT,,0.945515877,3,,low,1,4
217,engineering,,0.847081666,5,,low,0.903802523,5
137,support,,0.487978114,2,,medium,0.48547506,3
130,temp,,,1,,medium,,
200,engineering,1,0.448711411,4,,low,0.705272436,2
232,engineering,,0.939876706,5,,medium,0.765527899,6
106,engineering,,0.794555481,4,,low,0.857396242,2
218,engineering,,0.438114084,6,,medium,0.511132028,3
274,sales,,0.715093365,2,,high,0.170876283,10
165,procurement,,0.419153441,5,,medium,0.634586502,3
160,sales,1,0.523096712,2,1,low,0.49794697,3
186,marketing,,0.871441207,3,,low,0.979948243,2
192,sales,,0.58191521,7,,low,0.246625578,3
148,sales,,0.445093471,2,,low,0.448703594,3
192,engineering,,1,4,,high,0.744145095,4
279,engineering,,0.975821694,6,,low,0.110605767,4
247,support,,0.885790997,4,,medium,0.702911934,5
201,management,,0.964452656,3,,medium,0.568479152,3
270,finance,,0.750134217,5,,medium,0.548132786,3
199,marketing,,0.5893334,4,,low,0.845772573,2
291,finance,,0.770364986,7,,low,0.123900573,4
274,sales,1,,5,,medium,0.442682625,2
152,IT,,0.433164183,2,,low,0.351918871,3
159,sales,,0.94856942,3,,low,0.821632538,3
244,engineering,,0.771980627,3,,medium,0.768878787,2
203,,,,3,,medium,1,3
247,sales,,0.977999063,7,,medium,0.067727524,4
142,support,,0.726469259,4,,medium,0.661453424,3
212,IT,,0.88451854,3,,low,0.563645127,2
222,information_technology,,0.573500765,4,,medium,0.920060697,2
246,support,,0.851910661,4,,low,0.91058277,3
140,product,,0.54071651,4,,medium,0.910448196,3
209,sales,,,4,1,medium,0.813539908,3
100,engineering,,0.452744769,2,,medium,0.670940913,6
276,engineering,,0.88699028,6,,low,0.049935548,4
259,support,,0.74709191,3,,medium,0.684895584,3
162,support,,0.543399709,5,,low,0.205443382,2
181,engineering,,0.735859439,3,,medium,0.637363677,2
233,sales,,0.652705821,4,,medium,0.823358292,2
274,sales,,0.936886928,3,,low,0.611688354,4
274,engineering,,0.743447902,4,,medium,0.735646736,3
190,management,1,0.593120907,4,,low,0.916154392,10
265,support,,0.978099616,3,,medium,0.626581107,3
213,sales,,0.465369788,4,,medium,1,2
231,sales,1,0.364536579,2,,medium,0.686168813,6
152,sales,,0.912598078,4,,high,0.967484785,2
157,support,,0.534149599,3,,medium,0.684519284,2
265,IT,,0.79523603,4,,low,0.567445306,2
72,temp,1,,2,,medium,,
173,marketing,,0.489070231,4,,medium,0.530560392,2
150,engineering,1,,3,,low,0.885629104,2
246,support,,0.50874206,4,,low,0.737623252,3
243,marketing,,1,5,,low,0.946229042,6
182,support,,0.948532784,5,,medium,0.835528136,4
187,sales,1,,2,,medium,0.388380345,2
156,sales,,1,2,,medium,0.820683956,5
260,sales,,0.850061618,6,,low,0.119130739,4
245,support,,0.825160638,6,,low,0.127561757,4
185,finance,,,3,,low,0.699605413,2
159,sales,,0.550046593,4,,low,0.769824544,3
135,finance,,0.553324768,3,,low,0.358749803,3
162,management,,0.646156319,4,,high,0.697696757,10
163,IT,1,,3,,low,0.516707431,3
272,sales,,0.690447029,4,,low,0.835053256,4
233,IT,,0.915002366,3,,medium,0.652031744,3
282,sales,,0.956712454,6,,low,0.162118559,4
212,support,,0.510926524,4,,medium,0.616081605,4
306,support,,0.856016428,6,,low,0.136382045,4
162,engineering,1,0.866051875,4,,medium,0.721985803,3
210,sales,,0.590387801,3,,medium,0.554865827,2
177,sales,,0.643937876,2,,low,0.528323305,4
210,sales,1,0.694186333,4,,high,0.693130994,2
191,,,0.947426125,4,,low,0.669260407,2
249,engineering,,0.799351866,6,,medium,0.077438334,4
160,sales,,0.400981603,2,,medium,0.345926073,6
268,IT,,0.899760036,5,,low,0.923968328,3
148,finance,,0.783475563,4,,medium,0.712450292,8
264,IT,,0.829658507,5,,medium,0.938105563,5
196,engineering,,0.868625728,4,1,medium,0.876360822,3
195,,1,0.816121775,5,,low,0.945427195,4
223,sales,,0.720999638,4,,medium,0.810286126,3
157,information_technology,,0.892219476,4,,low,0.672804656,2
190,support,,0.551644758,3,,low,0.545940289,3
171,sales,,0.648145719,2,,medium,0.401360073,3
155,engineering,,0.518107399,4,,low,0.831376637,4
143,information_technology,,0.509932988,2,,low,0.420450732,3
149,sales,,0.58109927,2,,low,0.44583372,3
265,support,,0.528190109,4,,low,0.126817107,6
209,support,,0.676734679,4,,medium,0.561752915,2
276,sales,,0.703344446,4,,low,0.144199797,4
253,information_technology,1,0.316174622,4,,low,0.793964565,2
154,IT,1,0.538374434,3,,medium,0.466513038,3
224,product,,0.859639082,4,,low,0.799365219,2
149,product,,0.522761561,3,,low,0.784818737,10
141,,,0.621709588,3,,low,0.563099653,3
106,sales,,0.380569679,6,,medium,0.462622365,5
229,engineering,1,0.785042037,4,,low,0.525601163,3
230,engineering,,0.698435111,2,,low,0.586831631,3
205,sales,1,0.575156293,3,,low,0.171898471,6
286,sales,1,0.493231163,4,,low,0.206104447,5
104,,,0.46658708,3,,medium,0.564887068,2
204,sales,,0.694058649,4,,low,0.991064741,2
301,IT,,0.838592107,6,,medium,0.10087569,5
282,product,,0.921769343,4,,medium,0.160129816,4
243,product,,0.50731711,4,,medium,0.845060169,5
127,engineering,,0.542810784,2,,medium,0.415841177,3
135,marketing,,,2,,low,0.388823247,3
263,engineering,1,0.968085571,3,,high,0.907206795,3
145,engineering,,,4,,medium,0.705861309,2
286,procurement,1,0.66234187,4,,low,0.605510418,5
172,management,,0.754199946,3,1,high,0.486220373,10
264,sales,,0.91749167,4,,low,0.845625865,5
118,support,,0.919453423,2,,medium,0.920825569,4
132,engineering,,0.577771589,2,,low,0.420060388,3
244,support,,0.818933771,4,,high,0.966715696,3
117,procurement,1,0.633653613,3,,medium,0.721259298,3
279,engineering,,0.84731637,5,,medium,0.262373842,4
258,engineering,,0.746896168,4,,medium,0.757864115,3
136,finance,,0.572287119,4,,medium,0.835000567,3
134,sales,,0.634915753,3,,medium,0.708854086,4
140,,,0.660887915,3,,medium,0.525642453,2
224,management,,0.642065567,3,,low,0.601030634,3
168,support,,0.847445131,4,1,low,0.963845187,3
177,engineering,,0.839269627,4,,low,1,6
138,procurement,,0.721579608,3,,medium,0.670364805,3
218,sales,1,0.711473488,4,,medium,0.85761177,2
213,sales,,0.519981727,4,,medium,0.841199852,3
150,engineering,1,0.926249096,3,,medium,0.536526455,2
194,product,,0.999364802,3,,medium,0.572163885,3
189,sales,1,,4,,medium,0.257062849,2
183,engineering,,0.777448587,3,,low,1,2
257,engineering,,0.74472315,4,,low,0.66045828,4
224,management,1,,5,,medium,0.459601953,2
175,sales,,0.532689761,6,,low,0.889569966,4
160,support,,0.907476737,4,,medium,0.578812713,2
188,engineering,,0.800341715,3,,medium,0.768894553,2
280,,1,0.925602412,5,,high,0.530515661,6
148,sales,,0.56973549,2,,high,0.71752416,3
207,sales,,0.873899151,5,,high,0.856821807,2
106,sales,,0.391281127,3,,low,0.679440932,6
248,marketing,,0.751916765,5,,low,0.756324247,2
247,engineering,,0.553426293,5,,low,0.53195209,3
225,product,,0.975269795,3,,low,0.843959549,4
253,sales,,1,3,,medium,1,4
290,engineering,,0.77842458,6,,medium,0.104524614,4
162,sales,1,0.608649095,4,,low,0.605809597,3
135,finance,,0.530496071,2,,low,0.435283681,3
224,sales,,0.445911406,3,,low,0.790558403,3
184,sales,,0.636359887,3,,medium,0.89756943,3
145,sales,,0.56591368,3,,low,0.938443195,8
139,support,,0.527796188,2,,medium,0.445938025,3
193,engineering,,0.880741866,5,,medium,0.231877124,6
262,sales,,1,5,,low,0.688076228,5
255,finance,,0.893806503,5,,medium,0.544505542,6
214,sales,,0.55699292,4,,high,0.159109706,5
152,,,0.795685527,5,,medium,1,4
199,IT,1,0.591725223,3,,medium,0.879429512,2
242,support,,0.901066546,5,,medium,0.219829445,4
257,support,,0.734194544,3,,medium,0.691148011,2
173,engineering,1,0.897400716,3,,low,0.613188583,3
101,engineering,,0.433087831,6,,medium,0.98816272,4
304,finance,,0.785992563,6,,low,0.097150778,4
237,support,1,0.755546004,4,,medium,0.505720838,2
263,,,0.966870676,5,,medium,0.831654236,5
192,sales,,0.848069386,4,,low,0.165549964,4
229,,,0.985782112,4,,medium,0.771699911,6
260,marketing,,0.814320239,5,,low,0.734984742,6
97,engineering,,0.567351806,5,,low,0.865819883,6
258,sales,,0.549400777,5,,low,0.756496427,2
229,finance,,0.927597682,4,,medium,0.833713547,4
149,marketing,,,2,,low,0.37683173,3
134,support,,0.544783431,2,,low,0.443168007,3
230,IT,,,3,,high,0.717041087,2
135,procurement,,,3,,low,0.652536875,3
218,support,,0.520993636,4,,medium,0.574505529,3
152,finance,1,0.54882036,4,,low,0.29348265,3
246,IT,1,0.960589827,2,,low,0.606692365,2
144,,,0.508434171,2,,medium,0.388970438,3
143,information_technology,,0.832682541,6,,medium,0.199786245,4
173,engineering,,0.8651007,3,,medium,0.740170798,2
202,sales,,0.780092016,3,,low,0.63223245,3
269,engineering,,0.401173962,2,,low,0.692786125,5
139,procurement,,0.939212283,3,,medium,0.731270886,3
238,engineering,,0.967800871,5,,low,0.878103952,6
269,marketing,,0.451149131,3,,medium,0.892324685,3
186,sales,,0.623541186,4,,medium,0.89521119,7
266,finance,,0.491121345,4,,medium,0.636892723,3
148,IT,,0.50394432,4,,low,0.692149253,2
222,sales,,0.653902109,4,,medium,0.662089519,4
243,sales,,0.722925292,4,,low,0.78686287,2
118,finance,,0.575829594,6,,low,1,2
197,sales,,0.627248222,5,,low,0.84620507,2
177,marketing,,0.503750068,4,,high,0.55377797,2
224,sales,,0.610472466,4,,low,0.646848485,3
134,engineering,,0.804506214,5,,low,0.869589491,2
180,engineering,1,,5,,medium,1,3
305,engineering,,0.872570252,6,,low,0.113004938,4
258,IT,,,5,,low,0.452928867,2
296,engineering,,0.977890416,6,,low,0.14407125,4
279,sales,,0.365752925,5,,low,0.888703972,5
226,engineering,,0.902371636,3,,low,0.551087606,2
167,sales,,0.598497532,5,,low,0.750898702,3
260,,,0.957033974,5,,low,0.768591064,5
254,engineering,1,0.832679064,3,,low,0.543454784,3
248,information_technology,,0.905403808,5,,low,0.874780055,5
177,sales,,0.874910038,3,,high,0.839844066,2
104,sales,,0.495214865,4,,low,0.385974285,3
235,marketing,1,0.552883881,4,,low,0.918489162,4
149,support,1,0.728643536,3,,medium,0.826959168,4
135,engineering,,0.548046297,2,,high,0.89532125,3
178,,,0.988218403,3,,medium,0.115231622,4
257,sales,1,0.73715396,5,,medium,0.15323693,4
235,engineering,,,3,,medium,0.91071218,2
227,engineering,,1,4,,low,0.572468811,10
249,,,,4,,low,0.776324435,3
196,support,,0.503658609,3,,low,0.553757154,3
256,IT,,0.82763657,6,,low,0.108648257,4
207,sales,,0.567577978,3,,high,0.392641367,6
199,support,,0.903600872,5,,low,0.7814939,4
228,sales,,0.694790925,3,1,medium,0.754246077,2
186,procurement,1,0.775097677,3,,medium,0.767059673,3
154,engineering,,0.708938678,3,,low,0.984362726,3
194,engineering,,0.622453728,3,,medium,0.497445655,3
152,engineering,,0.514623171,4,,low,0.710794057,3
242,support,,0.549227537,6,,medium,0.371658619,6
207,sales,,,3,,medium,0.90790811,2
139,sales,,0.920424648,3,,low,0.892315956,2
212,marketing,,0.515375548,5,,medium,0.816095264,4
154,product,,0.8946985,3,,high,0.639507609,10
132,engineering,,0.418349329,2,,low,0.428198949,3
259,support,,0.780160255,5,,low,0.900050888,5
130,engineering,,0.489623998,2,,low,0.464332387,3
119,marketing,,0.644645624,3,1,medium,0.314054602,3
133,admin,,0.792562782,4,,low,0.44465291,3
92,temp,,,1,,medium,,
265,engineering,,0.504409755,4,,medium,0.769416907,3
140,sales,,0.905085672,2,,high,0.455058326,4
111,support,,0.411903112,5,,low,0.761462809,5
147,product,,,2,,medium,0.43005538,3
207,marketing,,0.573345891,3,,high,0.888443356,2
309,engineering,1,0.514026097,3,,low,0.312545237,4
268,support,,0.930291349,6,,low,0.168370025,4
221,sales,,,5,,medium,1,2
195,IT,,0.512643512,5,,low,0.900510448,4
210,marketing,,,3,,low,0.864218677,2
193,sales,,0.423680327,2,,medium,0.542979617,4
264,sales,,0.658357577,2,,medium,0.545335539,3
239,product,,0.870086308,4,,low,0.771251076,5
175,IT,,0.723053558,5,,low,0.736355178,4
252,sales,,0.884513005,6,,low,0.672618295,2
233,IT,,0.940863301,4,,low,0.775472059,5
135,support,,0.617023489,2,,low,0.456529137,3
143,IT,,0.974813869,3,,low,0.785971199,2
197,engineering,,0.75911396,3,,low,0.995106162,3
186,support,,0.711018006,4,,low,0.80338893,3
158,marketing,1,0.403834238,3,,low,0.618390515,8
146,marketing,,,2,,medium,0.394567952,3
243,engineering,,0.968631249,5,,medium,0.928587304,5
265,engineering,,0.905272926,5,,low,0.796093744,6
155,engineering,,0.91666221,3,,medium,0.952741436,3
257,engineering,,0.864304376,5,,medium,0.776481858,5
227,sales,,0.644142554,4,,low,0.921538681,3
170,product,,1,4,,low,0.752939654,2
278,sales,1,0.403509793,2,,low,0.467842244,3
208,marketing,1,0.754904098,4,,low,0.46078121,3
160,,,0.880984767,3,,medium,0.711328446,4
253,support,,0.913692017,6,,low,0.119891836,4
244,management,,0.953894514,7,,medium,0.107031245,4
185,marketing,,,3,,medium,0.939957474,3
231,,,0.568577378,3,,medium,0.59540317,4
209,engineering,,0.799710638,4,,medium,0.652157098,2
257,engineering,,0.795925828,4,,low,0.651237967,3
225,product,,0.903127423,5,,low,0.890884451,5
263,support,,0.873329325,4,,low,0.803364386,5
113,management,,0.557635349,6,,high,0.194414573,3
239,support,,0.341205432,4,,low,0.91654269,4
149,management,,,3,,medium,0.628630822,2
232,sales,,0.786477311,5,,medium,0.615700612,7
183,sales,1,0.537446466,3,,low,0.992353502,2
278,engineering,,0.545104225,7,,low,0.307959402,3
164,finance,1,0.335978194,3,,low,0.302774672,4
185,IT,,0.963633688,5,,medium,0.690992232,3
212,sales,,0.755868637,4,,medium,0.954777603,2
213,product,1,0.542954541,4,,low,0.503986385,4
126,engineering,,0.997204801,3,,low,0.726804765,6
151,,,0.47936188,2,,medium,0.448237177,3
257,finance,1,,3,,high,0.470367643,2
169,sales,1,0.684687341,3,,medium,0.958378257,2
222,marketing,,0.483783503,4,,medium,0.759256875,2
204,marketing,,0.934426709,3,,low,0.733405248,4
201,engineering,,0.920650433,5,,low,0.289205928,3
158,support,,0.575976351,2,,low,0.430441276,3
228,sales,,,3,,medium,0.515716157,3
241,information_technology,,0.950965656,3,,low,0.705983916,3
170,procurement,,,4,,medium,0.914198977,2
134,support,1,0.607634999,5,,low,0.841777451,2
205,engineering,,0.630299609,4,,low,0.687910205,3
157,IT,,0.878199427,5,,medium,0.556315907,3
181,support,,0.927951801,4,,medium,0.487974304,3
139,product,,0.771938113,5,,medium,0.237265808,4
177,marketing,,0.529266252,3,,high,0.392955955,3
154,sales,,0.529602812,2,,medium,0.423394706,3
223,product,1,0.811959954,5,,medium,0.75358256,5
246,sales,,0.927261923,4,,low,0.96589238,5
134,sales,1,0.583876534,4,,medium,0.968132173,3
187,product,,0.550391231,3,,high,0.707473251,2
166,sales,,0.614629643,5,,medium,0.823590313,3
183,engineering,,,3,,low,0.485337898,2
243,support,,0.883928104,3,,medium,0.906722716,3
207,product,,0.491555409,4,,low,1,3
197,,,0.8788345,4,,low,0.683523612,2
300,management,,0.983851989,7,,medium,0.142320054,4
224,,,0.452387315,3,,low,0.592485035,6
238,marketing,1,0.521567241,6,,low,0.133130211,6
258,,,0.904094601,4,,medium,0.575940037,3
134,sales,,0.671485919,4,,low,0.495359721,3
270,sales,,,3,,medium,0.790444405,2
237,support,,0.947756754,4,,low,0.733473036,5
255,support,,,3,,high,0.692262758,2
172,support,,0.794587517,5,,medium,0.613613694,4
159,sales,,0.567599019,2,,low,0.379597636,3
151,IT,,0.786399919,2,,low,0.641407927,3
269,finance,,0.994652476,4,,low,0.567056537,3
161,IT,,0.916462014,4,,high,0.965804495,2
227,information_technology,,0.610933421,5,,low,0.864610408,3
156,sales,,0.426814736,2,,low,0.374554113,3
238,IT,,0.514195974,4,,medium,0.749890189,3
161,IT,,0.785616842,4,,low,0.666778971,6
169,information_technology,,0.903786545,5,,medium,0.749547457,3
158,support,,0.820226769,5,,low,0.77022584,2
264,engineering,,0.722492261,6,,low,0.169988034,4
180,support,,,3,,low,0.193073064,3
233,marketing,1,0.928773373,5,,low,0.520238025,3
225,product,,0.685435182,5,,medium,0.925740693,3
140,support,,0.521143756,6,,medium,0.136313834,5
271,sales,,0.52011817,4,,low,0.831256997,2
239,IT,,0.890356698,3,,low,0.649530598,3
151,sales,1,0.868181116,3,,low,0.981446059,6
245,sales,,0.549431024,3,,medium,0.744337799,8
251,support,,0.625848457,3,,medium,0.458980239,3
190,engineering,,0.452116193,3,,medium,0.481729511,2
233,engineering,1,0.583459602,3,,low,0.868227334,5
168,engineering,,0.870339503,3,,medium,1,3
241,sales,,0.968222377,5,,low,0.701728057,5
261,finance,,0.824813711,6,,medium,0.151973647,4
247,sales,,0.892586139,6,,medium,0.082449715,4
249,IT,,0.495679195,2,,high,0.9537962,2
223,sales,,0.694380933,4,,low,0.547370172,4
148,finance,,0.543947793,2,,medium,0.50788894,3
179,management,,0.778957905,4,,high,0.830824839,3
182,,1,0.712669476,5,,medium,0.858717151,2
216,engineering,,0.846628394,4,,low,0.547138014,2
134,support,,0.588402987,2,,low,0.373409423,3
67,temp,,,2,,low,,
123,information_technology,,0.774735261,2,,medium,0.508124248,4
263,marketing,1,0.853838075,4,,low,0.81199348,5
126,support,,0.406675025,2,,medium,0.365610999,3
145,sales,,0.416578416,3,1,medium,0.679091687,4
219,sales,1,0.517558899,4,,medium,0.598769053,4
218,support,1,0.608815557,5,,medium,0.145840368,4
160,product,,0.545405739,5,,low,0.890643343,4
151,support,,0.614739178,3,,low,0.275477966,3
147,sales,,0.610603229,2,,low,0.39596372,3
209,procurement,1,0.501377601,5,,low,0.596399488,8
237,IT,,0.759585495,6,,medium,0.182086384,5
263,sales,,0.976342379,5,,low,0.737583573,6
205,sales,,0.7662965,4,,low,0.666090678,3
152,IT,,0.698158158,5,,medium,0.437489241,6
155,sales,1,0.474133692,2,,medium,0.424516132,3
156,,1,0.890071068,2,,medium,0.598193204,3
205,finance,,0.901329039,5,,medium,0.612306492,3
232,sales,,0.743681274,5,,low,0.908143961,3
216,management,,0.834626551,3,,medium,0.750479081,8
229,management,,0.962049873,5,,low,0.799075852,5
72,temp,,,1,,medium,,
267,finance,,0.840516868,5,,medium,0.198368171,4
149,procurement,,0.569841249,3,1,low,0.151096636,4
241,,,0.969454655,4,,low,0.836364556,5
158,engineering,,0.573088927,4,,medium,0.874101257,3
218,management,,0.598379804,3,,low,0.911928327,3
224,finance,,0.877646534,3,,medium,0.555114202,3
209,finance,,0.701343256,3,,medium,0.928217649,3
134,marketing,,0.716895559,3,,medium,0.779685889,3
191,IT,,0.474631134,4,,low,0.151565021,5
136,IT,,0.610224765,3,,medium,0.703259871,2
137,engineering,,0.523044056,2,,medium,0.36326303,3
231,management,1,0.748416596,3,,high,0.706380914,2
152,IT,,0.521294101,2,,low,0.332209931,3
174,engineering,,0.822596543,3,,low,0.652170415,3
149,marketing,,0.416883131,2,,high,0.421877749,3
133,engineering,,0.662613748,5,,medium,0.648253153,10
142,sales,,0.567780146,2,,medium,0.372355051,3
274,product,,0.97943394,5,,medium,0.869195174,5
212,management,,0.890680493,2,,high,0.453723818,2
158,IT,,0.783454625,4,,high,0.7353535,3
142,marketing,,0.766570375,3,,low,0.617466254,3
133,sales,,0.65584392,3,,low,0.261327977,6
235,management,,0.918922625,5,,low,0.628632399,2
259,sales,,0.511250385,4,,low,0.956443607,3
228,sales,,0.722962067,3,,medium,0.837384964,3
301,IT,,0.793651155,6,,medium,0.147256202,5
273,engineering,,0.956513668,5,,medium,0.170904437,4
165,engineering,,0.772913448,4,,high,1,3
153,admin,,0.592233749,4,,medium,0.986520769,3
233,sales,,0.467708258,4,,medium,0.779214734,3
131,marketing,,0.480343424,2,,medium,0.385684175,3
224,sales,1,0.891648384,4,,low,0.711522705,2
204,IT,,0.975234902,4,,low,0.212498718,6
205,sales,1,0.529033972,5,,medium,1,2
158,product,,0.438627224,2,,medium,0.595297298,2
157,sales,,0.545804645,2,,high,0.83615291,6
151,sales,,0.554599396,2,,low,0.407888409,3
168,support,,,4,,low,0.701477819,2
239,,,0.837363803,4,,high,0.571566087,4
236,IT,,0.39048894,2,,medium,0.786020808,3
142,IT,,0.404276854,2,,low,0.425878312,3
244,engineering,,0.746558192,5,,low,0.83844909,2
164,engineering,,0.789713554,4,,high,0.78087199,3
155,engineering,1,0.789051461,4,,low,1,3
182,,,0.884220314,5,,low,0.777148998,2
155,,1,0.485023768,4,,low,0.757519611,2
249,support,,0.70715988,5,,medium,0.963572045,3
198,management,,0.615796106,4,,low,1,2
268,sales,,0.55853943,3,,low,0.909651669,3
132,product,,0.656206682,3,,low,0.364549769,3
139,IT,,0.519587536,2,,low,0.417860817,3
206,procurement,,0.620555413,4,,medium,0.596786725,3
67,temp,,,3,,high,,
264,engineering,,0.699658523,5,,low,0.457599664,2
193,sales,1,,3,,low,0.464823386,2
192,sales,,0.92844829,4,,high,0.611924634,2
210,marketing,1,0.486872307,3,,medium,0.887810735,4
216,management,,0.691124241,3,,medium,0.563263256,4
130,management,,1,5,,high,0.361772651,4
157,sales,,0.526456129,2,,low,0.468132184,3
135,sales,,,2,,low,0.455705932,3
206,sales,,0.880262181,4,,medium,0.80108967,2
269,sales,,0.512373486,4,,high,0.798526359,3
268,sales,,0.907496006,4,,low,0.781508279,3
154,,,0.753180948,3,,medium,0.623976835,2
167,sales,,0.971474285,5,,medium,1,3
237,sales,,0.957488673,4,,low,0.719638101,5
189,product,,0.834799134,2,,low,0.484493395,5
236,sales,,0.964364324,5,,medium,0.842104647,5
179,management,,0.998671517,3,,high,0.890488342,8
100,temp,,,1,,medium,,
127,admin,,0.54995323,2,,medium,0.360304905,3
144,finance,,0.818731727,3,,medium,0.734638078,2
178,IT,,0.617444596,3,,medium,0.797249459,2
191,engineering,1,,5,,high,0.571234318,3
160,engineering,,0.580092404,2,,low,0.375959809,3
149,sales,,0.656190156,3,,medium,0.804735357,2
152,marketing,1,0.806726309,4,,low,0.787559108,2
295,support,,0.843829298,6,,medium,0.096688353,4
145,support,,0.553785565,2,,low,0.415743571,3
218,product,1,0.911487849,6,,high,0.20329869,6
166,support,,,3,,low,0.76636455,2
132,sales,,0.484984993,2,,low,0.360003435,3
198,IT,,0.963460235,4,,high,0.57015462,2
192,IT,,0.571244996,3,,low,0.641262964,2
113,procurement,,0.406523886,2,1,medium,0.376935051,3
127,sales,,0.568460948,2,,medium,0.448143629,3
243,admin,,0.559980983,3,,low,0.59630375,2
274,engineering,,1,4,,low,0.930129449,6
149,IT,,0.549294179,5,,medium,0.867258622,4
146,sales,1,0.530165313,3,,low,0.782775189,2
275,sales,,0.765932015,6,,low,0.136908176,4
266,sales,,0.806179645,6,,low,0.151576868,4
145,sales,,0.592700107,2,,low,0.484115827,3
134,admin,,0.700876358,6,,high,0.455986096,8
131,sales,,0.441817141,2,,low,0.430121547,3
195,,,0.465844274,4,,low,0.625976812,3
234,IT,,0.822409715,4,,low,0.727367268,3
183,support,,0.938326206,4,,low,0.906029992,3
247,engineering,,0.848213714,6,,low,0.134920019,4
291,sales,,0.798204297,7,,high,0.12294484,4
264,,,0.812690143,3,,low,0.745623865,3
92,temp,,,1,,low,,
139,sales,,0.776091145,4,,low,0.640210456,3
118,temp,1,,1,,low,,
204,sales,1,0.505298885,6,,low,0.178779248,6
197,IT,,0.960157376,3,,medium,0.767948769,3
157,IT,,0.589940111,3,,medium,0.546338447,3
144,sales,,0.478546921,3,,medium,0.950383559,3
185,support,,1,3,,medium,0.573864733,2
261,engineering,,0.891078203,4,,medium,0.644068509,4
139,sales,,0.892388254,5,,low,0.586333497,3
235,IT,,0.959336692,5,,low,0.791069753,5
152,IT,,0.755435003,5,,medium,0.904543217,3
206,sales,,1,6,,medium,0.783548167,5
220,support,,0.914523006,3,,low,0.900303451,3
143,IT,,0.492161737,2,,medium,0.442231375,3
274,sales,,0.911148203,4,,low,0.809596736,5
251,sales,,0.806318203,5,,low,0.761070229,2
150,support,,,3,,low,0.847761402,3
260,engineering,,0.532909204,4,,medium,0.701936089,3
253,engineering,1,0.82036753,5,,low,0.82622765,3
205,sales,1,0.451318296,2,,low,0.863335873,5
145,finance,,0.444157922,2,,medium,0.399028236,3
214,engineering,,0.485052083,5,,low,1,2
182,management,1,0.575612877,5,,medium,0.966635763,3
283,support,,0.904891737,6,,low,0.13433944,4
211,support,,0.781253843,2,,low,0.784678456,3
257,support,,0.783837011,6,,low,0.078734361,4
138,management,,0.600414219,4,,medium,0.758519408,3
258,engineering,,0.994078333,5,,low,0.826919041,5
124,sales,,,2,,low,0.436343009,3
140,procurement,,0.579808913,3,,low,0.728194941,2
110,product,,0.503308288,4,,low,0.918596488,3
215,support,,0.478209233,6,,low,0.935886855,4
133,engineering,,0.550256581,2,,medium,0.407488822,3
140,sales,,0.500388133,3,,high,0.615527179,2
261,engineering,,0.64284359,4,,low,0.963780962,3
270,engineering,,0.487316813,5,,medium,0.799451674,3
203,sales,,0.750357834,3,,medium,0.227306498,3
286,IT,,0.952130887,6,,medium,0.121376791,4
245,,,0.760695706,3,,medium,1,3
286,engineering,,0.877537244,3,,medium,0.931832307,4
138,sales,,0.48656674,2,,low,0.398036125,3
209,engineering,,,3,,low,0.928158328,2
182,marketing,,0.688302813,5,,low,1,3
308,engineering,,0.932072485,6,,low,0.112795218,4
202,support,,0.690783249,4,,low,0.732318239,2
272,sales,,,5,,medium,0.866902393,2
235,support,,,4,,low,0.628873295,3
258,finance,,0.879334063,5,,low,0.753106749,5
199,management,,0.7700476,4,,medium,0.177952696,5
306,sales,,0.831450448,6,,low,0.163924143,4
110,product,,0.547154556,4,,low,0.918461934,3
100,temp,,,2,,medium,,
196,IT,1,0.857610635,4,,low,0.779149503,4
251,marketing,,0.633976046,3,,low,0.705024169,2
150,engineering,1,0.654112651,3,,medium,0.753187911,2
297,engineering,,0.868448909,7,,low,0.154033235,4
163,sales,,0.532203181,5,,low,0.577521229,3
295,product,,0.792468089,6,,medium,0.095336197,4
139,engineering,,0.840775413,4,,medium,0.970891176,8
225,product,,0.843537125,5,,low,0.945403811,5
131,support,,0.58958368,4,,low,0.975071425,5
217,product,,0.944896236,5,,medium,0.7955814,6
247,management,,0.929085467,6,,medium,0.125965771,4
254,engineering,1,0.68935167,3,,medium,0.519999549,2
251,,1,0.729937664,3,,low,1,2
176,,1,0.670396414,4,,medium,0.486458063,3
306,IT,,0.89564983,6,,low,0.129923258,4
178,engineering,,0.624324838,3,,medium,0.561910067,2
250,sales,,0.505448446,3,,medium,0.807197184,5
131,sales,,0.488480053,2,,medium,0.410824824,3
161,product,,0.896246203,3,,medium,1,3
202,finance,,0.824623553,5,,low,0.277497295,5
237,IT,,0.996043443,5,,medium,0.803598198,5
178,engineering,1,,3,,high,0.50368159,3
232,information_technology,1,0.995106404,3,,low,0.832653008,2
231,sales,,0.968307003,3,,medium,0.960562838,6
160,sales,,1,3,,medium,0.770070418,3
205,finance,,0.98103883,3,,low,0.667384374,4
249,engineering,1,0.661183975,3,,low,0.451367505,2
240,IT,,0.729903667,3,,low,0.596792167,3
240,support,,1,5,,low,0.831464378,5
246,sales,,0.880054271,4,,medium,0.870777314,5
