,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
11842,135,support,,0.453758599,2,,low,0.368156157,Left,3
11843,139,engineering,,0.43198775,2,,low,0.454706091,Left,3
11844,230,product,,0.634194167,3,,low,0.737685471,Employed,2
11845,196,procurement,,0.670573058,3,,low,0.53969071,Employed,3
11846,255,support,,0.978825213,5,,medium,0.948763829,Employed,4
11847,185,support,,0.590048252,5,,low,1,Employed,2
11848,155,sales,,0.593172102,3,,low,0.532490523,Employed,3
11849,190,sales,,0.630348598,3,,medium,0.61371439,Employed,10
11850,218,management,,0.753331271,3,,medium,0.460528801,Left,4
11851,179,sales,,0.864800174,3,,medium,0.92509792,Employed,2
11852,251,engineering,,0.995348176,4,,low,0.975061169,Left,6
11853,157,engineering,,0.953805733,3,,medium,0.857656303,Employed,2
11854,169,IT,,0.881782422,4,,medium,0.61282544,Employed,6
11855,229,marketing,,,3,,low,0.637902895,Employed,3
11856,228,support,,0.823687802,4,,low,0.802836129,Left,5
11857,260,sales,,0.880018964,4,,low,0.922970389,Employed,3
11858,148,IT,,0.826260557,3,,low,0.779964015,Employed,3
11859,158,engineering,,0.47739425,2,,low,0.460323036,Left,3
11860,214,management,,0.521914549,4,1,medium,0.695050045,Employed,3
11861,270,sales,,0.962238053,2,,low,0.927656638,Employed,4
11862,200,IT,1,0.77835559,4,,medium,0.615454809,Employed,3
11863,129,support,,0.490169042,2,,low,0.381074802,Left,3
11864,269,sales,1,0.99444515,3,,medium,0.65798948,Employed,3
11865,275,IT,,0.578774808,3,,high,0.581680272,Employed,2
11866,238,sales,1,,2,,low,0.944709811,Employed,2
11867,217,marketing,1,0.935453233,6,,medium,0.200058441,Employed,6
11868,135,management,,0.901557781,5,,medium,0.721724934,Employed,3
11869,247,management,,0.921809142,4,,medium,0.955862206,Employed,2
11870,140,sales,,0.449662615,4,,low,0.990810127,Employed,3
11871,208,management,,0.564080183,4,1,high,0.940906822,Employed,7
11872,187,sales,,0.864755358,3,,low,0.978128163,Employed,2
11873,148,product,,0.977732671,5,,low,0.991643604,Employed,3
11874,233,support,1,0.775184581,4,,low,0.812547117,Left,4
11875,217,management,,0.607654397,5,,high,0.851811161,Employed,3
11876,193,sales,,0.879149457,4,,medium,0.710450197,Employed,3
11877,164,sales,,0.563741388,2,,low,0.403672473,Employed,2
11878,225,support,,0.714337814,4,,low,0.161207792,Employed,5
11879,183,finance,1,0.882880116,5,,medium,0.768969755,Employed,3
11880,202,marketing,,0.583231865,5,,medium,0.540405883,Employed,2
11881,231,engineering,,0.874463675,4,,low,0.594403836,Employed,3
11882,131,information_technology,,,2,,high,0.443358134,Left,3
11883,173,management,,0.845233551,4,,medium,0.653069109,Employed,3
11884,208,sales,,0.806677703,3,,low,0.28573934,Employed,5
11885,199,engineering,,0.566893916,3,,medium,0.439294724,Left,4
11886,240,engineering,,0.897412243,4,,low,0.828578658,Employed,3
11887,209,engineering,,0.666167221,6,,low,0.114232389,Employed,5
11888,211,support,,,5,,medium,1,Employed,2
11889,250,information_technology,,0.7247813,5,1,medium,0.49147053,Employed,2
11890,232,sales,,0.530575611,4,,medium,0.81917022,Employed,3
11891,193,engineering,,0.558620564,5,,low,0.648451087,Employed,3
11892,256,sales,1,,3,,low,0.552993355,Employed,3
11893,161,sales,,,4,,medium,0.572473467,Employed,3
11894,213,support,,0.632915611,4,,medium,0.814501734,Employed,3
11895,190,product,,0.949637115,4,,medium,0.840477583,Employed,2
11896,159,finance,,0.953041517,3,,medium,0.677767724,Employed,2
11897,96,marketing,,0.642785185,5,,medium,0.81222036,Employed,4
11898,132,engineering,,0.506752706,2,,low,0.407763013,Left,3
11899,157,marketing,,0.468409032,3,,medium,1,Employed,3
11900,128,engineering,,0.427692484,2,,medium,0.466035469,Left,3
11901,243,engineering,,,4,,low,0.799011379,Employed,2
11902,228,sales,,,5,,medium,0.891158842,Employed,3
11903,222,sales,,0.828163892,3,,low,0.836737376,Left,2
11904,223,sales,,0.959922269,5,,medium,0.921167661,Employed,3
11905,134,engineering,,0.54904019,2,,medium,0.407306703,Left,3
11906,186,engineering,,0.59310111,5,,low,0.734751134,Employed,4
11907,226,sales,,0.504518485,5,,medium,0.160633168,Employed,3
11908,254,marketing,,0.863362622,4,,low,0.776353855,Left,5
11909,206,sales,1,,4,,high,0.516189839,Employed,2
11910,178,engineering,,0.643539329,5,,medium,1,Employed,3
11911,183,sales,,0.850204409,4,,medium,0.980615379,Employed,3
11912,154,marketing,1,0.558385347,2,,medium,0.439684171,Left,3
11913,163,sales,,1,4,,medium,0.70706633,Employed,3
11914,160,sales,,0.525571123,3,,low,0.686863668,Employed,3
11915,170,engineering,,0.528774755,5,,high,0.605281041,Employed,4
11916,167,marketing,,0.943821226,3,,medium,0.895447645,Employed,3
11917,240,sales,,0.665528419,5,,medium,0.929931093,Employed,7
11918,263,support,,0.798440283,4,,medium,0.960350233,Employed,3
11919,219,sales,,0.712646255,5,,medium,0.208628589,Employed,4
11920,186,marketing,,1,3,1,medium,0.590655094,Employed,3
11921,184,sales,,0.769274401,3,,medium,0.938409924,Employed,4
11922,201,IT,,0.899138644,4,,low,0.603827716,Employed,3
11923,271,support,,0.740203001,4,,medium,0.500745103,Employed,3
11924,104,sales,,0.730885495,3,,low,0.948565621,Employed,5
11925,154,engineering,,0.882428721,5,,medium,0.942030266,Employed,2
11926,305,product,,0.838046358,7,,low,0.072992012,Left,4
11927,223,product,1,,4,,low,1,Employed,2
11928,121,support,,0.529949693,3,,low,0.499772484,Employed,4
11929,258,sales,,0.982077795,4,,medium,0.487582177,Employed,3
11930,141,IT,,1,4,,low,0.452423522,Employed,2
11931,159,engineering,,0.468233005,4,,medium,0.40815139,Employed,4
11932,233,IT,1,,3,,low,0.78704061,Employed,3
11933,193,engineering,,0.855422778,5,,medium,0.856641161,Employed,5
11934,151,engineering,,0.535789527,2,,medium,0.513012986,Left,3
11935,246,,,0.725905434,3,,low,0.765107959,Employed,3
11936,208,management,1,1,5,,medium,0.733929989,Employed,8
11937,243,sales,,0.66354593,3,,medium,0.727829025,Employed,2
11938,169,engineering,1,0.540012594,3,,high,0.529907899,Employed,2
11939,252,engineering,,1,4,,medium,0.706676355,Left,5
11940,271,sales,,,4,,medium,0.641460851,Employed,2
11941,167,finance,,0.684605059,3,,medium,0.675726699,Employed,3
11942,192,support,,0.447501021,4,,low,0.524983186,Employed,2
11943,148,engineering,,0.457241259,2,,medium,0.399060856,Left,3
11944,177,sales,,0.883327628,3,,medium,0.698917054,Employed,3
11945,219,IT,,0.394113975,5,,medium,0.510487995,Employed,4
11946,151,information_technology,,0.964772768,5,,medium,0.829596995,Employed,3
11947,249,product,,0.790814373,5,,medium,0.721534882,Left,5
11948,193,management,,0.965108959,3,1,high,0.264822774,Employed,10
11949,215,sales,,0.709348496,3,,high,0.67169655,Employed,6
11950,132,finance,,,2,,low,0.416456314,Left,3
11951,217,sales,,0.675179731,3,,medium,0.753794509,Employed,2
11952,266,sales,1,0.520751131,3,,medium,0.965999765,Employed,3
11953,99,IT,1,0.860088868,3,,medium,0.198277826,Employed,5
11954,217,sales,,0.630010131,5,,low,0.884614614,Employed,3
11955,225,marketing,,0.464800792,4,,medium,0.91544273,Employed,3
11956,249,product,,0.806344878,5,,medium,0.696256843,Left,5
11957,147,marketing,,0.848586382,4,,low,0.177983586,Employed,4
11958,270,sales,1,0.651678689,4,,medium,0.926112969,Employed,3
11959,133,sales,,1,3,,low,0.787136149,Employed,4
11960,248,IT,,,4,,low,0.506174024,Employed,3
11961,109,sales,,0.373887112,2,,low,0.651980264,Employed,6
11962,131,support,1,0.598739897,2,,medium,0.448861765,Left,3
11963,284,sales,,0.96600205,6,,low,0.07119725,Left,4
11964,228,IT,,0.945515877,3,,low,1,Employed,4
11965,217,engineering,,0.847081666,5,,low,0.903802523,Left,5
11966,137,support,,0.487978114,2,,medium,0.48547506,Left,3
11967,130,temp,,,1,,medium,,Employed,
11968,200,engineering,1,0.448711411,4,,low,0.705272436,Employed,2
11969,232,engineering,,0.939876706,5,,medium,0.765527899,Left,6
11970,106,engineering,,0.794555481,4,,low,0.857396242,Employed,2
11971,218,engineering,,0.438114084,6,,medium,0.511132028,Employed,3
11972,274,sales,,0.715093365,2,,high,0.170876283,Employed,10
11973,165,procurement,,0.419153441,5,,medium,0.634586502,Employed,3
11974,160,sales,1,0.523096712,2,1,low,0.49794697,Left,3
11975,186,marketing,,0.871441207,3,,low,0.979948243,Employed,2
11976,192,sales,,0.58191521,7,,low,0.246625578,Left,3
11977,148,sales,,0.445093471,2,,low,0.448703594,Left,3
11978,192,engineering,,1,4,,high,0.744145095,Employed,4
11979,279,engineering,,0.975821694,6,,low,0.110605767,Left,4
11980,247,support,,0.885790997,4,,medium,0.702911934,Left,5
11981,201,management,,0.964452656,3,,medium,0.568479152,Employed,3
11982,270,finance,,0.750134217,5,,medium,0.548132786,Employed,3
11983,199,marketing,,0.5893334,4,,low,0.845772573,Employed,2
11984,291,finance,,0.770364986,7,,low,0.123900573,Left,4
11985,274,sales,1,,5,,medium,0.442682625,Employed,2
11986,152,IT,,0.433164183,2,,low,0.351918871,Left,3
11987,159,sales,,0.94856942,3,,low,0.821632538,Employed,3
11988,244,engineering,,0.771980627,3,,medium,0.768878787,Employed,2
11989,203,,,,3,,medium,1,Employed,3
11990,247,sales,,0.977999063,7,,medium,0.067727524,Left,4
11991,142,support,,0.726469259,4,,medium,0.661453424,Employed,3
11992,212,IT,,0.88451854,3,,low,0.563645127,Employed,2
11993,222,information_technology,,0.573500765,4,,medium,0.920060697,Employed,2
11994,246,support,,0.851910661,4,,low,0.91058277,Employed,3
11995,140,product,,0.54071651,4,,medium,0.910448196,Employed,3
11996,209,sales,,,4,1,medium,0.813539908,Employed,3
11997,100,engineering,,0.452744769,2,,medium,0.670940913,Employed,6
11998,276,engineering,,0.88699028,6,,low,0.049935548,Left,4
11999,259,support,,0.74709191,3,,medium,0.684895584,Employed,3
12000,162,support,,0.543399709,5,,low,0.205443382,Employed,2
12001,181,engineering,,0.735859439,3,,medium,0.637363677,Employed,2
12002,233,sales,,0.652705821,4,,medium,0.823358292,Employed,2
12003,274,sales,,0.936886928,3,,low,0.611688354,Employed,4
12004,274,engineering,,0.743447902,4,,medium,0.735646736,Employed,3
12005,190,management,1,0.593120907,4,,low,0.916154392,Employed,10
12006,265,support,,0.978099616,3,,medium,0.626581107,Employed,3
12007,213,sales,,0.465369788,4,,medium,1,Employed,2
12008,231,sales,1,0.364536579,2,,medium,0.686168813,Employed,6
12009,152,sales,,0.912598078,4,,high,0.967484785,Employed,2
12010,157,support,,0.534149599,3,,medium,0.684519284,Employed,2
12011,265,IT,,0.79523603,4,,low,0.567445306,Employed,2
12012,72,temp,1,,2,,medium,,Employed,
12013,173,marketing,,0.489070231,4,,medium,0.530560392,Employed,2
12014,150,engineering,1,,3,,low,0.885629104,Employed,2
12015,246,support,,0.50874206,4,,low,0.737623252,Employed,3
12016,243,marketing,,1,5,,low,0.946229042,Left,6
12017,182,support,,0.948532784,5,,medium,0.835528136,Employed,4
12018,187,sales,1,,2,,medium,0.388380345,Employed,2
12019,156,sales,,1,2,,medium,0.820683956,Employed,5
12020,260,sales,,0.850061618,6,,low,0.119130739,Left,4
12021,245,support,,0.825160638,6,,low,0.127561757,Left,4
12022,185,finance,,,3,,low,0.699605413,Employed,2
12023,159,sales,,0.550046593,4,,low,0.769824544,Employed,3
12024,135,finance,,0.553324768,3,,low,0.358749803,Employed,3
12025,162,management,,0.646156319,4,,high,0.697696757,Employed,10
12026,163,IT,1,,3,,low,0.516707431,Employed,3
12027,272,sales,,0.690447029,4,,low,0.835053256,Employed,4
12028,233,IT,,0.915002366,3,,medium,0.652031744,Employed,3
12029,282,sales,,0.956712454,6,,low,0.162118559,Left,4
12030,212,support,,0.510926524,4,,medium,0.616081605,Employed,4
12031,306,support,,0.856016428,6,,low,0.136382045,Left,4
12032,162,engineering,1,0.866051875,4,,medium,0.721985803,Employed,3
12033,210,sales,,0.590387801,3,,medium,0.554865827,Employed,2
12034,177,sales,,0.643937876,2,,low,0.528323305,Employed,4
12035,210,sales,1,0.694186333,4,,high,0.693130994,Employed,2
12036,191,,,0.947426125,4,,low,0.669260407,Employed,2
12037,249,engineering,,0.799351866,6,,medium,0.077438334,Left,4
12038,160,sales,,0.400981603,2,,medium,0.345926073,Employed,6
12039,268,IT,,0.899760036,5,,low,0.923968328,Employed,3
12040,148,finance,,0.783475563,4,,medium,0.712450292,Employed,8
12041,264,IT,,0.829658507,5,,medium,0.938105563,Left,5
12042,196,engineering,,0.868625728,4,1,medium,0.876360822,Employed,3
12043,195,,1,0.816121775,5,,low,0.945427195,Employed,4
12044,223,sales,,0.720999638,4,,medium,0.810286126,Employed,3
12045,157,information_technology,,0.892219476,4,,low,0.672804656,Employed,2
12046,190,support,,0.551644758,3,,low,0.545940289,Employed,3
12047,171,sales,,0.648145719,2,,medium,0.401360073,Employed,3
12048,155,engineering,,0.518107399,4,,low,0.831376637,Employed,4
12049,143,information_technology,,0.509932988,2,,low,0.420450732,Left,3
12050,149,sales,,0.58109927,2,,low,0.44583372,Left,3
12051,265,support,,0.528190109,4,,low,0.126817107,Employed,6
12052,209,support,,0.676734679,4,,medium,0.561752915,Employed,2
12053,276,sales,,0.703344446,4,,low,0.144199797,Employed,4
12054,253,information_technology,1,0.316174622,4,,low,0.793964565,Employed,2
12055,154,IT,1,0.538374434,3,,medium,0.466513038,Employed,3
12056,224,product,,0.859639082,4,,low,0.799365219,Employed,2
12057,149,product,,0.522761561,3,,low,0.784818737,Employed,10
12058,141,,,0.621709588,3,,low,0.563099653,Employed,3
12059,106,sales,,0.380569679,6,,medium,0.462622365,Employed,5
12060,229,engineering,1,0.785042037,4,,low,0.525601163,Employed,3
12061,230,engineering,,0.698435111,2,,low,0.586831631,Employed,3
12062,205,sales,1,0.575156293,3,,low,0.171898471,Employed,6
12063,286,sales,1,0.493231163,4,,low,0.206104447,Employed,5
12064,104,,,0.46658708,3,,medium,0.564887068,Employed,2
12065,204,sales,,0.694058649,4,,low,0.991064741,Employed,2
12066,301,IT,,0.838592107,6,,medium,0.10087569,Left,5
12067,282,product,,0.921769343,4,,medium,0.160129816,Employed,4
12068,243,product,,0.50731711,4,,medium,0.845060169,Employed,5
12069,127,engineering,,0.542810784,2,,medium,0.415841177,Left,3
12070,135,marketing,,,2,,low,0.388823247,Left,3
12071,263,engineering,1,0.968085571,3,,high,0.907206795,Employed,3
12072,145,engineering,,,4,,medium,0.705861309,Employed,2
12073,286,procurement,1,0.66234187,4,,low,0.605510418,Employed,5
12074,172,management,,0.754199946,3,1,high,0.486220373,Employed,10
12075,264,sales,,0.91749167,4,,low,0.845625865,Left,5
12076,118,support,,0.919453423,2,,medium,0.920825569,Employed,4
12077,132,engineering,,0.577771589,2,,low,0.420060388,Left,3
12078,244,support,,0.818933771,4,,high,0.966715696,Employed,3
12079,117,procurement,1,0.633653613,3,,medium,0.721259298,Employed,3
12080,279,engineering,,0.84731637,5,,medium,0.262373842,Employed,4
12081,258,engineering,,0.746896168,4,,medium,0.757864115,Employed,3
12082,136,finance,,0.572287119,4,,medium,0.835000567,Employed,3
12083,134,sales,,0.634915753,3,,medium,0.708854086,Employed,4
12084,140,,,0.660887915,3,,medium,0.525642453,Employed,2
12085,224,management,,0.642065567,3,,low,0.601030634,Employed,3
12086,168,support,,0.847445131,4,1,low,0.963845187,Employed,3
12087,177,engineering,,0.839269627,4,,low,1,Employed,6
12088,138,procurement,,0.721579608,3,,medium,0.670364805,Employed,3
12089,218,sales,1,0.711473488,4,,medium,0.85761177,Employed,2
12090,213,sales,,0.519981727,4,,medium,0.841199852,Employed,3
12091,150,engineering,1,0.926249096,3,,medium,0.536526455,Employed,2
12092,194,product,,0.999364802,3,,medium,0.572163885,Employed,3
12093,189,sales,1,,4,,medium,0.257062849,Employed,2
12094,183,engineering,,0.777448587,3,,low,1,Employed,2
12095,257,engineering,,0.74472315,4,,low,0.66045828,Employed,4
12096,224,management,1,,5,,medium,0.459601953,Employed,2
12097,175,sales,,0.532689761,6,,low,0.889569966,Employed,4
12098,160,support,,0.907476737,4,,medium,0.578812713,Employed,2
12099,188,engineering,,0.800341715,3,,medium,0.768894553,Employed,2
12100,280,,1,0.925602412,5,,high,0.530515661,Employed,6
12101,148,sales,,0.56973549,2,,high,0.71752416,Employed,3
12102,207,sales,,0.873899151,5,,high,0.856821807,Employed,2
12103,106,sales,,0.391281127,3,,low,0.679440932,Employed,6
12104,248,marketing,,0.751916765,5,,low,0.756324247,Employed,2
12105,247,engineering,,0.553426293,5,,low,0.53195209,Employed,3
12106,225,product,,0.975269795,3,,low,0.843959549,Employed,4
12107,253,sales,,1,3,,medium,1,Employed,4
12108,290,engineering,,0.77842458,6,,medium,0.104524614,Left,4
12109,162,sales,1,0.608649095,4,,low,0.605809597,Employed,3
12110,135,finance,,0.530496071,2,,low,0.435283681,Left,3
12111,224,sales,,0.445911406,3,,low,0.790558403,Employed,3
12112,184,sales,,0.636359887,3,,medium,0.89756943,Employed,3
12113,145,sales,,0.56591368,3,,low,0.938443195,Employed,8
12114,139,support,,0.527796188,2,,medium,0.445938025,Left,3
12115,193,engineering,,0.880741866,5,,medium,0.231877124,Employed,6
12116,262,sales,,1,5,,low,0.688076228,Employed,5
12117,255,finance,,0.893806503,5,,medium,0.544505542,Employed,6
12118,214,sales,,0.55699292,4,,high,0.159109706,Employed,5
12119,152,,,0.795685527,5,,medium,1,Employed,4
12120,199,IT,1,0.591725223,3,,medium,0.879429512,Employed,2
12121,242,support,,0.901066546,5,,medium,0.219829445,Employed,4
12122,257,support,,0.734194544,3,,medium,0.691148011,Employed,2
12123,173,engineering,1,0.897400716,3,,low,0.613188583,Employed,3
12124,101,engineering,,0.433087831,6,,medium,0.98816272,Employed,4
12125,304,finance,,0.785992563,6,,low,0.097150778,Left,4
12126,237,support,1,0.755546004,4,,medium,0.505720838,Employed,2
12127,263,,,0.966870676,5,,medium,0.831654236,Left,5
12128,192,sales,,0.848069386,4,,low,0.165549964,Employed,4
12129,229,,,0.985782112,4,,medium,0.771699911,Left,6
12130,260,marketing,,0.814320239,5,,low,0.734984742,Left,6
12131,97,engineering,,0.567351806,5,,low,0.865819883,Employed,6
12132,258,sales,,0.549400777,5,,low,0.756496427,Employed,2
12133,229,finance,,0.927597682,4,,medium,0.833713547,Employed,4
12134,149,marketing,,,2,,low,0.37683173,Left,3
12135,134,support,,0.544783431,2,,low,0.443168007,Left,3
12136,230,IT,,,3,,high,0.717041087,Employed,2
12137,135,procurement,,,3,,low,0.652536875,Employed,3
12138,218,support,,0.520993636,4,,medium,0.574505529,Employed,3
12139,152,finance,1,0.54882036,4,,low,0.29348265,Employed,3
12140,246,IT,1,0.960589827,2,,low,0.606692365,Employed,2
12141,144,,,0.508434171,2,,medium,0.388970438,Left,3
12142,143,information_technology,,0.832682541,6,,medium,0.199786245,Employed,4
12143,173,engineering,,0.8651007,3,,medium,0.740170798,Employed,2
12144,202,sales,,0.780092016,3,,low,0.63223245,Employed,3
12145,269,engineering,,0.401173962,2,,low,0.692786125,Employed,5
12146,139,procurement,,0.939212283,3,,medium,0.731270886,Employed,3
12147,238,engineering,,0.967800871,5,,low,0.878103952,Left,6
12148,269,marketing,,0.451149131,3,,medium,0.892324685,Employed,3
12149,186,sales,,0.623541186,4,,medium,0.89521119,Employed,7
12150,266,finance,,0.491121345,4,,medium,0.636892723,Employed,3
12151,148,IT,,0.50394432,4,,low,0.692149253,Employed,2
12152,222,sales,,0.653902109,4,,medium,0.662089519,Employed,4
12153,243,sales,,0.722925292,4,,low,0.78686287,Employed,2
12154,118,finance,,0.575829594,6,,low,1,Employed,2
12155,197,sales,,0.627248222,5,,low,0.84620507,Employed,2
12156,177,marketing,,0.503750068,4,,high,0.55377797,Employed,2
12157,224,sales,,0.610472466,4,,low,0.646848485,Employed,3
12158,134,engineering,,0.804506214,5,,low,0.869589491,Employed,2
12159,180,engineering,1,,5,,medium,1,Employed,3
12160,305,engineering,,0.872570252,6,,low,0.113004938,Left,4
12161,258,IT,,,5,,low,0.452928867,Employed,2
12162,296,engineering,,0.977890416,6,,low,0.14407125,Left,4
12163,279,sales,,0.365752925,5,,low,0.888703972,Employed,5
12164,226,engineering,,0.902371636,3,,low,0.551087606,Employed,2
12165,167,sales,,0.598497532,5,,low,0.750898702,Employed,3
12166,260,,,0.957033974,5,,low,0.768591064,Left,5
12167,254,engineering,1,0.832679064,3,,low,0.543454784,Employed,3
12168,248,information_technology,,0.905403808,5,,low,0.874780055,Left,5
12169,177,sales,,0.874910038,3,,high,0.839844066,Employed,2
12170,104,sales,,0.495214865,4,,low,0.385974285,Employed,3
12171,235,marketing,1,0.552883881,4,,low,0.918489162,Employed,4
12172,149,support,1,0.728643536,3,,medium,0.826959168,Employed,4
12173,135,engineering,,0.548046297,2,,high,0.89532125,Employed,3
12174,178,,,0.988218403,3,,medium,0.115231622,Employed,4
12175,257,sales,1,0.73715396,5,,medium,0.15323693,Employed,4
12176,235,engineering,,,3,,medium,0.91071218,Employed,2
12177,227,engineering,,1,4,,low,0.572468811,Employed,10
12178,249,,,,4,,low,0.776324435,Employed,3
12179,196,support,,0.503658609,3,,low,0.553757154,Employed,3
12180,256,IT,,0.82763657,6,,low,0.108648257,Left,4
12181,207,sales,,0.567577978,3,,high,0.392641367,Employed,6
12182,199,support,,0.903600872,5,,low,0.7814939,Employed,4
12183,228,sales,,0.694790925,3,1,medium,0.754246077,Employed,2
12184,186,procurement,1,0.775097677,3,,medium,0.767059673,Employed,3
12185,154,engineering,,0.708938678,3,,low,0.984362726,Employed,3
12186,194,engineering,,0.622453728,3,,medium,0.497445655,Employed,3
12187,152,engineering,,0.514623171,4,,low,0.710794057,Employed,3
12188,242,support,,0.549227537,6,,medium,0.371658619,Employed,6
12189,207,sales,,,3,,medium,0.90790811,Employed,2
12190,139,sales,,0.920424648,3,,low,0.892315956,Employed,2
12191,212,marketing,,0.515375548,5,,medium,0.816095264,Employed,4
12192,154,product,,0.8946985,3,,high,0.639507609,Employed,10
12193,132,engineering,,0.418349329,2,,low,0.428198949,Left,3
12194,259,support,,0.780160255,5,,low,0.900050888,Left,5
12195,130,engineering,,0.489623998,2,,low,0.464332387,Left,3
12196,119,marketing,,0.644645624,3,1,medium,0.314054602,Employed,3
12197,133,admin,,0.792562782,4,,low,0.44465291,Left,3
12198,92,temp,,,1,,medium,,Employed,
12199,265,engineering,,0.504409755,4,,medium,0.769416907,Employed,3
12200,140,sales,,0.905085672,2,,high,0.455058326,Employed,4
12201,111,support,,0.411903112,5,,low,0.761462809,Employed,5
12202,147,product,,,2,,medium,0.43005538,Left,3
12203,207,marketing,,0.573345891,3,,high,0.888443356,Employed,2
12204,309,engineering,1,0.514026097,3,,low,0.312545237,Left,4
12205,268,support,,0.930291349,6,,low,0.168370025,Left,4
12206,221,sales,,,5,,medium,1,Employed,2
12207,195,IT,,0.512643512,5,,low,0.900510448,Employed,4
12208,210,marketing,,,3,,low,0.864218677,Employed,2
12209,193,sales,,0.423680327,2,,medium,0.542979617,Employed,4
12210,264,sales,,0.658357577,2,,medium,0.545335539,Employed,3
12211,239,product,,0.870086308,4,,low,0.771251076,Left,5
12212,175,IT,,0.723053558,5,,low,0.736355178,Employed,4
12213,252,sales,,0.884513005,6,,low,0.672618295,Left,2
12214,233,IT,,0.940863301,4,,low,0.775472059,Left,5
12215,135,support,,0.617023489,2,,low,0.456529137,Left,3
12216,143,IT,,0.974813869,3,,low,0.785971199,Employed,2
12217,197,engineering,,0.75911396,3,,low,0.995106162,Employed,3
12218,186,support,,0.711018006,4,,low,0.80338893,Employed,3
12219,158,marketing,1,0.403834238,3,,low,0.618390515,Employed,8
12220,146,marketing,,,2,,medium,0.394567952,Left,3
12221,243,engineering,,0.968631249,5,,medium,0.928587304,Left,5
12222,265,engineering,,0.905272926,5,,low,0.796093744,Left,6
12223,155,engineering,,0.91666221,3,,medium,0.952741436,Employed,3
12224,257,engineering,,0.864304376,5,,medium,0.776481858,Left,5
12225,227,sales,,0.644142554,4,,low,0.921538681,Employed,3
12226,170,product,,1,4,,low,0.752939654,Employed,2
12227,278,sales,1,0.403509793,2,,low,0.467842244,Employed,3
12228,208,marketing,1,0.754904098,4,,low,0.46078121,Employed,3
12229,160,,,0.880984767,3,,medium,0.711328446,Employed,4
12230,253,support,,0.913692017,6,,low,0.119891836,Left,4
12231,244,management,,0.953894514,7,,medium,0.107031245,Left,4
12232,185,marketing,,,3,,medium,0.939957474,Employed,3
12233,231,,,0.568577378,3,,medium,0.59540317,Employed,4
12234,209,engineering,,0.799710638,4,,medium,0.652157098,Employed,2
12235,257,engineering,,0.795925828,4,,low,0.651237967,Employed,3
12236,225,product,,0.903127423,5,,low,0.890884451,Left,5
12237,263,support,,0.873329325,4,,low,0.803364386,Left,5
12238,113,management,,0.557635349,6,,high,0.194414573,Employed,3
12239,239,support,,0.341205432,4,,low,0.91654269,Employed,4
12240,149,management,,,3,,medium,0.628630822,Employed,2
12241,232,sales,,0.786477311,5,,medium,0.615700612,Employed,7
12242,183,sales,1,0.537446466,3,,low,0.992353502,Employed,2
12243,278,engineering,,0.545104225,7,,low,0.307959402,Left,3
12244,164,finance,1,0.335978194,3,,low,0.302774672,Employed,4
12245,185,IT,,0.963633688,5,,medium,0.690992232,Employed,3
12246,212,sales,,0.755868637,4,,medium,0.954777603,Employed,2
12247,213,product,1,0.542954541,4,,low,0.503986385,Employed,4
12248,126,engineering,,0.997204801,3,,low,0.726804765,Employed,6
12249,151,,,0.47936188,2,,medium,0.448237177,Left,3
12250,257,finance,1,,3,,high,0.470367643,Employed,2
12251,169,sales,1,0.684687341,3,,medium,0.958378257,Employed,2
12252,222,marketing,,0.483783503,4,,medium,0.759256875,Employed,2
12253,204,marketing,,0.934426709,3,,low,0.733405248,Employed,4
12254,201,engineering,,0.920650433,5,,low,0.289205928,Employed,3
12255,158,support,,0.575976351,2,,low,0.430441276,Left,3
12256,228,sales,,,3,,medium,0.515716157,Employed,3
12257,241,information_technology,,0.950965656,3,,low,0.705983916,Employed,3
12258,170,procurement,,,4,,medium,0.914198977,Employed,2
12259,134,support,1,0.607634999,5,,low,0.841777451,Employed,2
12260,205,engineering,,0.630299609,4,,low,0.687910205,Employed,3
12261,157,IT,,0.878199427,5,,medium,0.556315907,Employed,3
12262,181,support,,0.927951801,4,,medium,0.487974304,Employed,3
12263,139,product,,0.771938113,5,,medium,0.237265808,Employed,4
12264,177,marketing,,0.529266252,3,,high,0.392955955,Employed,3
12265,154,sales,,0.529602812,2,,medium,0.423394706,Left,3
12266,223,product,1,0.811959954,5,,medium,0.75358256,Left,5
12267,246,sales,,0.927261923,4,,low,0.96589238,Left,5
12268,134,sales,1,0.583876534,4,,medium,0.968132173,Employed,3
12269,187,product,,0.550391231,3,,high,0.707473251,Employed,2
12270,166,sales,,0.614629643,5,,medium,0.823590313,Employed,3
12271,183,engineering,,,3,,low,0.485337898,Employed,2
12272,243,support,,0.883928104,3,,medium,0.906722716,Employed,3
12273,207,product,,0.491555409,4,,low,1,Employed,3
12274,197,,,0.8788345,4,,low,0.683523612,Employed,2
12275,300,management,,0.983851989,7,,medium,0.142320054,Left,4
12276,224,,,0.452387315,3,,low,0.592485035,Employed,6
12277,238,marketing,1,0.521567241,6,,low,0.133130211,Employed,6
12278,258,,,0.904094601,4,,medium,0.575940037,Employed,3
12279,134,sales,,0.671485919,4,,low,0.495359721,Employed,3
12280,270,sales,,,3,,medium,0.790444405,Employed,2
12281,237,support,,0.947756754,4,,low,0.733473036,Left,5
12282,255,support,,,3,,high,0.692262758,Employed,2
